"EVENT_TYPE","MONTH_NAME","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Thunderstorm Wind","August",31.96,-99.96,31.96,-99.96
"Thunderstorm Wind","August",31.37,-100.38,31.37,-100.38
"Thunderstorm Wind","August",31.74,-99.95,31.74,-99.95
"Thunderstorm Wind","August",32.4,-99.4,32.4,-99.4
"Thunderstorm Wind","August",32.41,-99.5,32.41,-99.5
"Thunderstorm Wind","August",31.36,-100.5,31.36,-100.5
"Hail","August",33.5847,-99.264,33.5847,-99.264
"Hail","August",33.59,-99.26,33.59,-99.26
"Thunderstorm Wind","August",33.9012,-98.5635,33.9012,-98.5635
"Thunderstorm Wind","August",33.9092,-98.5098,33.9092,-98.5098
"Thunderstorm Wind","August",33.9089,-98.5187,33.9089,-98.5187
"Drought","November",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Thunderstorm Wind","August",31.92,-94.74,31.92,-94.74
"Thunderstorm Wind","August",32.71,-94.12,32.71,-94.12
"Hail","August",35.37,-101.1,35.37,-101.1
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Thunderstorm Wind","June",35.4165,-101.9322,35.4165,-101.9322
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Thunderstorm Wind","August",32.21,-99.8,32.21,-99.8
"Thunderstorm Wind","August",32.42,-99.53,32.42,-99.53
"Thunderstorm Wind","August",31.36,-100.5,31.36,-100.5
"Thunderstorm Wind","August",31.39,-100.48,31.39,-100.48
"Thunderstorm Wind","August",32.41,-99.49,32.41,-99.49
"Thunderstorm Wind","August",33.909,-98.5311,33.909,-98.5311
"Thunderstorm Wind","August",33.9279,-98.5142,33.9279,-98.5142
"Drought","November",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Hail","August",36.34,-102.07,36.34,-102.07
"Hail","August",36.34,-102.07,36.34,-102.07
"Hail","August",35.44,-100.16,35.44,-100.16
"Hail","August",36.21,-100.65,36.21,-100.65
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Flash Flood","August",27.8004,-97.4125,27.8036,-97.3979
"Flash Flood","August",27.51,-97.86,27.4972,-97.8585
"Thunderstorm Wind","August",32.59,-99.87,32.59,-99.87
"Thunderstorm Wind","August",32.33,-99.79,32.33,-99.79
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Thunderstorm Wind","August",33.9288,-98.5249,33.9288,-98.5249
"Thunderstorm Wind","August",33.8823,-98.4815,33.8823,-98.4815
"Thunderstorm Wind","August",33.9786,-98.4927,33.9786,-98.4927
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Hail","August",35.22,-101.92,35.2,-101.84
"Hail","August",36.34,-102.07,36.34,-102.07
"Hail","August",35.92,-101.57,35.92,-101.57
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Thunderstorm Wind","August",36.49,-102.76,36.49,-102.76
"Thunderstorm Wind","August",36.02,-102.55,36.02,-102.55
"Thunderstorm Wind","August",35.83,-101.92,35.83,-101.92
"Thunderstorm Wind","August",36.14,-101.78,36.14,-101.78
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Hail","August",31.48,-96.22,31.48,-96.22
"Thunderstorm Wind","August",31.78,-97.82,31.78,-97.82
"Thunderstorm Wind","August",31.35,-96.41,31.35,-96.41
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Thunderstorm Wind","August",30.05,-94.1,30.05,-94.1
"Flash Flood","August",27.5874,-99.4877,27.5659,-99.4927
"Flash Flood","August",27.56,-99.47,27.5647,-99.5054
"Flash Flood","August",30.6415,-102.6312,30.5753,-103.258
"Heat","August",NA,NA,NA,NA
"Thunderstorm Wind","September",30.49,-95.28,30.49,-95.28
"Thunderstorm Wind","September",34.86,-102.33,34.86,-102.33
"Hail","June",35.23,-100.25,35.23,-100.25
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Thunderstorm Wind","August",36.36,-102.14,36.36,-102.14
"Thunderstorm Wind","August",36.14,-101.76,36.14,-101.76
"Thunderstorm Wind","August",35.84,-101.45,35.84,-101.45
"Thunderstorm Wind","August",35.65,-101.61,35.65,-101.61
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Flash Flood","August",27.45,-99.48,27.3966,-99.4823
"Heat","August",NA,NA,NA,NA
"Hail","June",36.05,-102.5,36.05,-102.5
"Thunderstorm Wind","August",30.78,-94.43,30.78,-94.43
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Hail","June",35.13,-101.91,35.16,-101.82
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Hail","August",36.47,-100.33,36.45,-100.33
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Excessive Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Heat","August",NA,NA,NA,NA
"Drought","August",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Hail","May",32.42,-99.84,32.42,-99.84
"Hail","May",32.42,-99.79,32.42,-99.79
"Hail","May",32.43,-99.75,32.43,-99.75
"Thunderstorm Wind","May",31.4911,-100.4436,31.4911,-100.4436
"Hail","May",32.89,-97.23,32.89,-97.23
"Hail","May",32.54,-97.25,32.54,-97.25
"Hail","May",32.03,-97.42,32.03,-97.42
"Hail","May",33.11,-96.83,33.11,-96.83
"Hail","May",33.0707,-96.7918,33.0707,-96.7918
"Thunderstorm Wind","May",33.6323,-99.291,33.6323,-99.291
"Thunderstorm Wind","May",33.6323,-99.291,33.6323,-99.291
"Hail","May",33.4195,-99.7728,33.4195,-99.7728
"Hail","May",33.58,-99.79,33.58,-99.79
"Hail","May",33.58,-99.79,33.58,-99.79
"Flash Flood","May",33.5871,-99.795,33.5793,-99.7954
"Drought","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Hail","May",33.1115,-96.8048,33.1115,-96.8048
"Hail","May",33.1,-96.75,33.1,-96.75
"Hail","May",33.08,-96.73,33.08,-96.73
"Hail","May",33.0883,-96.6712,33.0883,-96.6712
"Hail","May",33.1,-96.69,33.1,-96.69
"High Wind","May",NA,NA,NA,NA
"High Wind","May",NA,NA,NA,NA
"Hail","May",32.4975,-95.0231,32.4975,-95.0231
"Hail","May",32.5874,-95.2054,32.5874,-95.2054
"Flash Flood","May",34.972,-101.916,34.983,-101.916
"Flash Flood","May",35.2282,-101.7947,35.23,-101.935
"Hail","May",35.19,-101.97,35.19,-101.97
"Thunderstorm Wind","July",29.91,-98.82,29.91,-98.82
"Thunderstorm Wind","July",29.13,-97.78,29.13,-97.78
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Hail","May",35.66,-101.96,35.66,-101.96
"Hail","May",35.98,-101.98,35.98,-101.98
"Hail","May",35.05,-102.66,35.05,-102.66
"Hail","May",35.21,-102.48,35.21,-102.48
"Thunderstorm Wind","May",36.41,-103.02,36.41,-103.02
"Thunderstorm Wind","May",36.02,-102.55,36.02,-102.55
"Hail","May",33.116,-96.6531,33.116,-96.6531
"Hail","May",33.12,-96.67,33.12,-96.67
"Hail","May",33.13,-96.67,33.13,-96.67
"Hail","May",33.0862,-96.5901,33.0862,-96.5901
"Thunderstorm Wind","May",33.1389,-96.2159,33.1389,-96.2159
"Hail","May",32.5874,-95.2055,32.5874,-95.2055
"Hail","May",32.7005,-95.4077,32.7005,-95.4077
"Hail","May",32.7581,-95.5278,32.7581,-95.5278
"Thunderstorm Wind","May",36.02,-102.55,36.02,-102.55
"Thunderstorm Wind","May",35.83,-101.92,35.83,-101.92
"Thunderstorm Wind","May",36.14,-101.78,36.14,-101.78
"Thunderstorm Wind","May",34.83,-102.81,34.83,-102.81
"Drought","July",NA,NA,NA,NA
"Flash Flood","May",30.2519,-94.3462,30.2697,-94.3679
"Flash Flood","May",30.0873,-93.7712,30.0938,-93.7614
"Hail","May",30.27,-94.25,30.27,-94.25
"Thunderstorm Wind","May",30.14,-94.18,30.14,-94.18
"Thunderstorm Wind","May",30.1,-93.77,30.1,-93.77
"Thunderstorm Wind","May",30.1,-94.14,30.1,-94.14
"Thunderstorm Wind","May",30.08,-93.87,30.08,-93.87
"Thunderstorm Wind","May",30.5239,-94.4393,30.5239,-94.4393
"Hail","May",35.61,-100.63,35.61,-100.63
"Hail","May",35.6,-100.64,35.6,-100.64
"Hail","May",35.55,-100.7,35.55,-100.7
"Hail","May",35.45,-100.97,35.45,-100.97
"Thunderstorm Wind","May",33.17,-96.21,33.17,-96.21
"Thunderstorm Wind","May",31.42,-97.52,31.42,-97.52
"Thunderstorm Wind","May",31.43,-97.74,31.43,-97.74
"Thunderstorm Wind","May",31.43,-97.76,31.43,-97.76
"High Wind","November",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","May",33.58,-99.79,33.58,-99.79
"Flash Flood","May",31.4934,-94.6902,31.3959,-94.3883
"Thunderstorm Wind","May",34.89,-102.99,34.89,-102.99
"Thunderstorm Wind","May",35.24,-102.35,35.24,-102.35
"Thunderstorm Wind","May",34.99,-102.08,34.99,-102.08
"Thunderstorm Wind","May",35.42,-101.93,35.42,-101.93
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Hail","May",33.94,-98.6,33.94,-98.6
"Hail","May",33.8873,-98.5553,33.8873,-98.5553
"Hail","May",33.67,-99.33,33.67,-99.33
"Flash Flood","May",31.5752,-94.6742,31.5746,-94.6726
"Flash Flood","May",31.9232,-94.4291,31.9323,-94.2211
"Thunderstorm Wind","May",35.65,-101.61,35.65,-101.61
"Thunderstorm Wind","May",35.65,-101.62,35.65,-101.62
"Thunderstorm Wind","July",33.4693,-94.2888,33.4693,-94.2888
"Thunderstorm Wind","July",32.7789,-94.4696,32.7789,-94.4696
"Thunderstorm Wind","July",33.0143,-94.3672,33.0143,-94.3672
"Drought","July",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Hail","May",35.51,-102.25,35.51,-102.25
"Flash Flood","May",36.4,-100.743,36.44,-100.583
"Thunderstorm Wind","May",34.89,-102.99,34.89,-102.99
"Thunderstorm Wind","May",35.42,-101.93,35.42,-101.93
"Drought","May",NA,NA,NA,NA
"Flash Flood","May",32.1901,-94.8783,32.1819,-94.6338
"Flash Flood","May",31.8218,-94.8963,31.8183,-94.5092
"Thunderstorm Wind","May",26.07,-97.21,26.07,-97.21
"Thunderstorm Wind","May",26.07,-97.23,26.0746,-97.2046
"Drought","July",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Hail","May",36.24,-102.24,36.24,-102.24
"Hail","May",36.2,-102.17,36.2,-102.17
"Hail","May",35.41,-101.84,35.41,-101.84
"Hail","May",35.41,-101.64,35.41,-101.64
"Hail","May",35.35,-101.64,35.35,-101.64
"Flash Flood","May",34.819,-102.402,34.8227,-102.404
"Flash Flood","May",34.966,-101.974,34.954,-102.014
"Flash Flood","May",33.5932,-98.4508,33.5634,-98.4496
"Drought","November",NA,NA,NA,NA
"Flash Flood","May",32.2226,-94.3455,32.2518,-94.067
"Flash Flood","May",31.6761,-94.6531,31.6673,-94.5959
"Thunderstorm Wind","May",26.0805,-97.2598,26.08,-97.252
"Thunderstorm Wind","May",26.1,-97.47,26.1,-97.47
"Drought","July",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Hail","May",35.31,-101.62,35.31,-101.62
"Hail","May",35.4,-101.4,35.4,-101.4
"Thunderstorm Wind","May",34.98,-101.95,34.98,-101.95
"Thunderstorm Wind","May",35.48,-101.35,35.48,-101.35
"Hail","May",35.48,-101.35,35.48,-101.35
"Hail","May",36.14,-103.02,36.14,-103.02
"Flash Flood","May",34.814,-102.413,34.804,-102.407
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","May",33.58,-99.79,33.58,-99.79
"Flash Flood","May",33.5936,-99.8567,33.5766,-99.856
"Hail","May",33.58,-99.79,33.58,-99.79
"Thunderstorm Wind","May",26.0697,-97.1576,26.1407,-97.1751
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","July",31.15,-103.28,31.15,-103.28
"Thunderstorm Wind","July",31.59,-103.91,31.59,-103.91
"Thunderstorm Wind","July",32.91,-101.2,32.91,-101.2
"Thunderstorm Wind","July",32.71,-100.86,32.71,-100.86
"Drought","November",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Hail","May",32.85,-100.47,32.85,-100.47
"Hail","May",32.04,-100.11,32.04,-100.11
"Hail","May",32.75,-100.38,32.75,-100.38
"Hail","May",31.75,-99.95,31.75,-99.95
"Hail","May",32.18,-99.87,32.18,-99.87
"Thunderstorm Wind","May",35.4,-101.24,35.4,-101.24
"Thunderstorm Wind","May",35.4,-101.24,35.4,-101.24
"Thunderstorm Wind","May",36.05,-101.99,36.05,-101.99
"Thunderstorm Wind","May",35.06,-101.96,35.06,-101.96
"Flash Flood","May",34.75,-102.489,34.8086,-102.4236
"Hail","May",35.99,-101.47,35.99,-101.47
"Hail","May",36.02,-101.46,36.02,-101.46
"Thunderstorm Wind","July",32.6691,-94.3434,32.6691,-94.3434
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Hail","May",32.86,-100.47,32.86,-100.47
"Hail","May",31.51,-99.94,31.51,-99.94
"Hail","May",31.56,-99.93,31.56,-99.93
"Hail","May",32.86,-100.47,32.86,-100.47
"Hail","May",32.58,-100.12,32.58,-100.12
"Flash Flood","May",36.047,-102,36.053,-102.01
"Flash Flood","May",35.167,-101.926,35.166,-101.899
"Flash Flood","May",35.031,-101.93,35.038,-101.89
"Flash Flood","May",34.962,-101.68,34.953,-101.663
"Hail","May",35.34,-100.97,35.34,-100.97
"Hail","May",36.02,-101.45,36.02,-101.45
"Hail","May",36.06,-101.48,36.06,-101.48
"Hail","May",36.08,-101.44,36.08,-101.44
"Hail","May",36.1,-101.44,36.1,-101.44
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Hail","May",32.56,-100.13,32.56,-100.13
"Hail","May",31.51,-99.94,31.51,-99.94
"Hail","May",32.47,-100.01,32.47,-100.01
"Hail","May",31.65,-100.05,31.65,-100.05
"Hail","May",31.51,-100.17,31.51,-100.17
"Hail","May",34.75,-100.48,34.75,-100.48
"Hail","May",34.85,-100.22,34.85,-100.22
"Hail","May",35.3,-100.97,35.3,-100.97
"Flash Flood","May",28.71,-96.36,28.7153,-96.3602
"Hail","May",33.94,-99.72,33.94,-99.72
"Thunderstorm Wind","May",33.62,-99.3,33.62,-99.3
"Thunderstorm Wind","May",33.62,-99.3,33.62,-99.3
